股票代码,最新时间,当前价格,趋势代码,趋势名称,key_high,key_low,n_low,n_high,rally_high,rally_low,secondary_low,secondary_high,break_low,break_high
001400SZ,2026-03-13 15:00:00,134.41,up_natural,自然回撤,158.99,102.98,134.3,119.0,157.35,110.52,117.32,118.87,112.91,121.57
001395SZ,2026-03-13 15:00:00,42.69,up_rally,回升,46.39,,40.9,,43.48,,,,,
001387SZ,2026-03-13 15:00:00,14.06,down_natural,自然回升,17.55,13.47,15.85,14.41,17.53,13.57,16.02,14.26,15.49,15.68
001396SZ,2026-03-13 15:00:00,49.3,down_natural,自然回升,61.44,47.7,54.34,51.15,59.19,49.18,54.35,53.98,52.82,47.66
002167SZ,2026-03-13 15:00:00,13.95,down_rally,回撤,15.3,12.06,14.26,16.2,15.23,13.89,14.27,16.07,14.13,16.6
002170SZ,2026-03-13 15:00:00,14.56,up_rally,回升,15.15,11.28,13.72,12.39,15.1,11.35,13.94,12.37,13.72,12.75
001388SZ,2026-03-13 15:00:00,45.17,up_rally,回升,46.56,,42.7,,46.26,,43.13,,42.7,
002171SZ,2026-03-13 15:00:00,12.4,down_natural,自然回升,15.9,11.98,14.13,13.07,15.0,12.45,14.13,13.03,13.72,15.09
002168SZ,2026-03-13 15:00:00,3.98,up_rally,回升,4.53,3.4,3.83,4.06,4.18,3.73,3.9,4.04,3.83,4.17
001389SZ,2026-03-13 15:00:00,119.57,up_natural,自然回撤,127.88,95.71,115.6,120.8,,100.51,,120.23,102.0,124.33
002172SZ,2026-03-13 15:00:00,4.27,up_secondary,次级回撤,5.2,3.71,3.89,4.08,4.66,3.81,4.14,4.06,3.89,4.21
002174SZ,2026-03-13 15:00:00,10.4,down_rally,回撤,18.15,10.05,15.82,11.09,17.29,10.38,15.83,10.41,15.36,13.99
002179SZ,2026-03-13 15:00:00,35.56,up_secondary,次级回撤,41.94,32.17,33.77,34.34,38.06,32.26,35.48,34.35,36.33,35.23
002173SZ,2026-03-13 15:00:00,31.71,up,上升趋势,32.73,27.05,28.6,29.91,32.3,27.74,28.83,29.89,28.6,30.75
002181SZ,2026-03-13 15:00:00,10.56,down_natural,自然回升,12.78,9.58,11.6,11.1,12.64,10.6,11.6,10.6,11.6,12.06
002175SZ,2026-03-13 15:00:00,3.47,down_rally,回撤,5.4,3.0,4.27,3.63,5.2,3.38,4.29,3.38,4.18,5.18
002182SZ,2026-03-13 15:00:00,19.29,up_secondary,次级回撤,23.14,17.48,18.78,18.71,20.48,17.58,19.22,18.66,18.48,18.98
002177SZ,2026-03-13 15:00:00,9.07,down_secondary,次级回升,8.61,6.25,7.42,10.25,7.87,7.4,7.42,9.82,7.42,10.3
002176SZ,2026-03-13 15:00:00,10.01,down_secondary,次级回升,12.87,8.8,9.93,11.3,10.6,9.6,9.93,10.32,9.64,11.02
002183SZ,2026-03-13 15:00:00,5.16,up_rally,回升,6.41,4.47,4.8,5.35,5.3,4.88,,5.32,5.34,5.6
002180SZ,2026-03-13 15:00:00,19.23,down_secondary,次级回升,26.85,17.91,22.09,22.66,25.26,18.5,22.12,19.65,21.48,23.5
002188SZ,2026-03-13 15:00:00,7.06,up_rally,回升,7.5,5.98,6.52,6.84,7.33,6.5,,7.0,6.98,7.29
002185SZ,2026-03-13 15:00:00,13.65,down_rally,回撤,16.0,13.07,14.6,14.42,15.49,13.53,14.6,13.53,14.2,15.3
002178SZ,2026-03-13 15:00:00,6.54,down_rally,回撤,7.79,5.94,7.28,7.34,7.72,6.51,7.28,6.99,7.07,7.99
002190SZ,2026-03-13 15:00:00,34.65,down_natural,自然回升,47.83,34.13,41.0,36.35,47.33,35.3,41.01,38.84,39.78,42.88
002184SZ,2026-03-13 15:00:00,12.47,up_rally,回升,17.27,11.81,11.99,13.5,13.15,12.55,12.23,13.49,11.99,13.84
002191SZ,2026-03-13 15:00:00,3.94,up_natural,自然回撤,4.76,4.01,3.78,4.48,,4.17,,4.47,4.27,4.59
002187SZ,2026-03-13 15:00:00,6.67,down,下跌趋势,9.59,6.6,7.53,8.75,8.25,8.17,7.54,8.73,7.31,9.01
002186SZ,2026-03-13 15:00:00,10.92,down,下跌趋势,15.29,10.85,13.45,13.22,14.65,10.88,13.46,12.78,13.06,12.8
002189SZ,2026-03-13 15:00:00,21.01,down_rally,回撤,25.44,20.93,22.8,22.41,24.83,20.97,22.83,21.04,22.17,24.8
002192SZ,2026-03-13 15:00:00,57.1,down_secondary,次级回升,62.56,48.88,56.71,60.23,61.1,51.7,56.76,60.22,55.29,52.64
002193SZ,2026-03-13 15:00:00,6.31,down_rally,回撤,7.39,6.13,6.88,6.73,7.39,6.28,6.89,6.32,6.68,5.7
002194SZ,2026-03-13 15:00:00,12.23,up_secondary,次级回撤,15.44,13.6,11.61,14.96,15.16,14.05,11.66,14.95,11.61,15.38
002195SZ,2026-03-13 15:00:00,10.45,up_secondary,次级回撤,13.19,6.46,9.37,11.0,11.05,10.12,9.82,10.88,9.37,11.31
002196SZ,2026-03-13 15:00:00,14.36,down_rally,回撤,19.6,14.23,17.78,15.48,18.88,14.28,17.78,15.44,17.28,15.49
002197SZ,2026-03-13 15:00:00,8.33,down_rally,回撤,11.29,8.09,8.98,9.25,9.6,8.31,8.99,8.63,8.78,9.4
002198SZ,2026-03-13 15:00:00,7.87,up_rally,回升,8.43,5.93,6.63,7.18,8.2,6.01,6.83,7.17,6.62,7.33
002199SZ,2026-03-13 15:00:00,7.91,down_rally,回撤,10.55,7.71,8.27,8.3,8.95,7.8,8.28,7.8,8.06,8.7
002201SZ,2026-03-13 15:00:00,11.74,down,下跌趋势,16.28,11.69,13.91,12.7,15.98,11.84,13.94,11.93,13.5,14.44
002202SZ,2026-03-13 15:00:00,31.43,up_natural,自然回撤,33.0,24.56,31.0,26.58,29.98,24.85,,26.48,24.73,27.3
002204SZ,2026-03-13 15:00:00,7.27,down_secondary,次级回升,5.67,4.57,4.77,8.35,5.23,5.03,4.78,8.28,4.71,8.57
002203SZ,2026-03-13 15:00:00,14.29,down_secondary,次级回升,16.49,12.74,14.39,15.07,16.01,13.1,14.43,14.58,14.0,12.15
002200SZ,2026-03-13 15:00:00,7.54,down_natural,自然回升,8.79,6.65,8.06,7.59,8.59,7.29,8.06,7.77,7.88,8.69
002205SZ,2026-03-13 15:00:00,13.87,up_break,破碎,15.73,12.97,13.89,15.18,15.08,13.47,13.9,15.16,13.8,15.28
002206SZ,2026-03-13 15:00:00,6.88,up_secondary,次级回撤,7.57,5.44,6.77,7.06,7.31,6.52,6.87,7.05,6.77,7.26
002207SZ,2026-03-13 15:00:00,11.17,down,下跌趋势,16.01,10.98,12.88,12.45,14.44,11.3,13.05,11.68,12.88,11.71
002208SZ,2026-03-13 15:00:00,15.54,up_secondary,次级回撤,17.08,13.2,14.7,14.75,16.65,14.01,15.52,14.99,13.71,15.07
002209SZ,2026-03-13 15:00:00,15.16,down_rally,回撤,17.76,14.53,15.26,16.13,16.87,15.11,15.27,15.14,14.82,16.09
002211SZ,2026-03-13 15:00:00,3.71,up_rally,回升,3.92,3.02,3.52,3.34,3.83,3.13,,3.33,3.6,3.43
002212SZ,2026-03-13 15:00:00,8.46,down_rally,回撤,13.62,7.81,12.4,9.29,13.38,8.44,12.41,8.68,12.08,10.77
002215SZ,2026-03-13 15:00:00,11.24,up_rally,回升,12.42,10.22,10.81,11.3,11.48,10.52,11.01,11.29,10.81,11.63
002216SZ,2026-03-13 15:00:00,12.18,up_break,破碎,13.27,10.24,12.44,12.28,13.2,11.42,12.44,12.47,12.11,12.49
002214SZ,2026-03-13 15:00:00,18.1,down_secondary,次级回升,21.56,17.02,17.63,18.89,19.36,17.21,17.72,18.75,17.13,8.85
002217SZ,2026-03-13 15:00:00,2.58,down,下跌趋势,4.05,2.5,2.99,3.05,3.39,2.65,3.0,2.65,2.92,3.78
002218SZ,2026-03-13 15:00:00,6.0,down_rally,回撤,8.18,5.8,7.57,6.84,8.15,6.0,7.58,6.42,7.36,7.48
002219SZ,2026-03-13 15:00:00,2.47,down_rally,回撤,2.97,2.28,2.53,2.6,2.71,2.44,2.53,2.44,2.53,2.37
002222SZ,2026-03-13 15:00:00,62.75,down_rally,回撤,75.28,59.8,69.71,66.72,74.38,61.0,69.71,62.7,67.78,73.4
002221SZ,2026-03-13 15:00:00,9.43,up_secondary,次级回撤,10.14,7.58,8.42,9.07,9.97,8.04,9.36,9.02,8.42,9.27
002223SZ,2026-03-13 15:00:00,36.28,down,下跌趋势,46.31,36.03,37.82,39.06,40.26,36.34,37.82,39.04,36.7,40.21
002210SZ,2026-03-13 15:00:00,2.93,down_natural,自然回升,4.12,2.9,3.54,3.08,3.8,3.07,3.56,3.33,3.44,3.98
002213SZ,2026-03-13 15:00:00,28.38,down_break,破碎,32.61,24.96,27.1,28.8,30.0,25.4,27.13,28.43,26.3,29.34
002232SZ,2026-03-13 15:00:00,17.77,down_natural,自然回升,21.02,17.23,18.8,18.38,20.88,18.37,18.82,19.96,18.25,20.19
002238SZ,2026-03-13 15:00:00,7.75,down_natural,自然回升,9.91,7.48,8.93,8.13,9.8,8.21,9.0,9.28,8.68,9.48
002234SZ,2026-03-13 15:00:00,9.35,down_secondary,次级回升,10.65,7.85,9.6,10.35,10.3,8.26,9.61,9.78,9.42,8.86
002241SZ,2026-03-13 15:00:00,25.19,down_natural,自然回升,40.68,24.22,31.7,25.7,34.13,25.56,31.72,25.56,30.83,36.58
002226SZ,2026-03-13 15:00:00,6.3,down_rally,回撤,7.61,5.78,5.99,6.42,7.2,6.15,6.0,6.41,5.82,6.55
002229SZ,2026-03-13 15:00:00,16.83,up_natural,自然回撤,18.69,14.87,16.81,17.72,18.6,15.84,15.81,16.91,15.21,18.36
002228SZ,2026-03-13 15:00:00,4.13,down,下跌趋势,6.65,4.11,5.9,4.61,6.48,4.31,6.08,4.33,5.9,4.88
002224SZ,2026-03-13 15:00:00,4.8,down_break,破碎,5.13,4.26,4.67,4.87,5.2,4.46,4.69,4.86,4.53,4.91
002227SZ,2026-03-13 15:00:00,9.77,down_rally,回撤,16.36,9.31,11.68,10.77,13.25,9.77,11.87,10.12,11.68,16.18
002233SZ,2026-03-13 15:00:00,9.64,up_natural,自然回撤,10.33,7.1,9.24,7.94,9.82,7.36,8.29,7.93,7.25,8.16
002236SZ,2026-03-13 15:00:00,18.07,up_break,破碎,21.96,14.37,18.1,16.3,21.4,15.08,18.11,16.29,17.64,16.68
002230SZ,2026-03-13 15:00:00,51.8,down_natural,自然回升,67.5,51.22,57.26,54.38,63.05,54.33,57.27,54.55,55.66,66.87
002245SZ,2026-03-13 15:00:00,18.03,up,上升趋势,18.67,16.12,,17.97,,16.83,,17.88,16.92,18.5
002243SZ,2026-03-13 15:00:00,9.96,down_natural,自然回升,12.25,9.55,10.39,10.42,11.39,7.35,10.41,7.97,10.08,8.21
002246SZ,2026-03-13 15:00:00,24.12,up_secondary,次级回撤,25.9,15.38,22.9,22.37,25.67,15.98,23.8,22.3,19.85,22.98
002242SZ,2026-03-13 15:00:00,10.41,down_natural,自然回升,12.65,9.54,10.8,10.52,12.2,10.17,10.81,10.8,10.48,10.21
002244SZ,2026-03-13 15:00:00,10.84,down_natural,自然回升,12.34,10.16,11.48,11.27,12.26,9.82,11.51,10.55,11.19,10.87
002235SZ,2026-03-13 15:00:00,10.51,up_secondary,次级回撤,12.04,10.0,9.42,11.22,11.28,10.41,10.48,11.17,9.42,11.47
002247SZ,2026-03-13 15:00:00,3.04,up_rally,回升,3.14,2.68,2.84,2.95,3.11,2.74,,2.94,2.78,3.03
002239SZ,2026-03-13 15:00:00,3.19,down_secondary,次级回升,3.65,2.85,3.21,3.46,3.59,2.99,3.25,3.26,3.12,3.17
002237SZ,2026-03-13 15:00:00,16.79,down_rally,回撤,23.56,16.53,21.08,20.59,23.33,16.7,21.08,18.93,20.66,13.77
002240SZ,2026-03-13 15:00:00,40.37,down_break,破碎,46.18,37.13,38.5,41.63,41.39,39.09,38.5,41.59,38.5,42.2
002225SZ,2026-03-13 15:00:00,5.93,down,下跌趋势,7.0,5.75,6.03,6.1,6.44,5.63,6.03,6.07,5.85,6.28
002248SZ,2026-03-13 15:00:00,14.14,up_natural,自然回撤,15.58,10.51,14.05,12.1,15.58,11.34,,12.2,10.74,12.44
002252SZ,2026-03-13 15:00:00,6.23,down,下跌趋势,7.3,6.14,6.62,7.02,7.26,6.57,6.63,7.01,6.43,7.14
002261SZ,2026-03-13 15:00:00,36.9,up_natural,自然回撤,44.06,29.13,36.46,37.77,39.05,30.28,,37.75,32.03,38.28
002253SZ,2026-03-13 15:00:00,10.29,down_rally,回撤,12.5,10.1,11.1,11.13,11.85,10.13,11.1,10.43,10.93,10.08
002254SZ,2026-03-13 15:00:00,12.43,down_rally,回撤,14.11,11.47,12.9,13.81,13.69,12.43,12.9,12.93,12.54,12.95
002264SZ,2026-03-13 15:00:00,8.97,down,下跌趋势,12.58,8.93,11.32,10.67,12.32,8.43,11.34,10.62,11.01,10.75
002249SZ,2026-03-13 15:00:00,9.96,up_natural,自然回撤,12.16,9.59,9.77,11.61,,9.85,,11.6,11.23,11.94
002250SZ,2026-03-13 15:00:00,16.49,up_secondary,次级回撤,19.36,10.2,16.15,12.18,17.48,11.51,16.37,12.25,16.15,12.51
002255SZ,2026-03-13 15:00:00,13.5,up_rally,回升,15.27,11.38,11.81,13.41,13.64,11.87,12.16,13.36,13.57,13.81
002256SZ,2026-03-13 15:00:00,3.96,up,上升趋势,4.09,3.44,3.52,3.86,4.05,3.55,3.53,3.84,3.52,3.97
002259SZ,2026-03-13 15:00:00,5.8,up_secondary,次级回撤,6.41,3.66,5.39,4.16,6.27,3.79,5.4,4.14,3.72,4.26
002258SZ,2026-03-13 15:00:00,16.63,up,上升趋势,17.5,15.36,,16.71,,15.6,,16.67,16.22,17.19
002251SZ,2026-03-13 15:00:00,4.58,down,下跌趋势,6.08,4.49,5.53,5.35,6.02,5.02,5.54,5.02,5.37,5.98
002263SZ,2026-03-13 15:00:00,3.64,down_secondary,次级回升,3.98,3.17,3.31,3.72,3.55,3.33,3.32,3.71,3.22,3.87
002262SZ,2026-03-13 15:00:00,22.57,down,下跌趋势,29.3,22.36,26.78,24.1,29.3,22.5,27.11,22.6,26.08,23.94
002267SZ,2026-03-13 15:00:00,8.13,down_rally,回撤,9.57,7.39,7.91,9.14,8.75,7.87,7.92,8.82,7.68,8.79
002266SZ,2026-03-13 15:00:00,4.85,up_secondary,次级回撤,5.61,3.94,4.62,4.61,5.29,4.33,4.72,4.59,4.62,4.72
002268SZ,2026-03-13 15:00:00,19.17,down_rally,回撤,23.78,18.48,21.42,21.08,22.75,19.12,21.42,19.66,20.78,18.25
002273SZ,2026-03-13 15:00:00,27.62,down_break,破碎,26.73,23.28,24.31,27.9,25.77,25.2,24.31,27.83,23.66,28.28
002270SZ,2026-03-13 15:00:00,31.75,down,下跌趋势,38.01,31.52,35.58,26.74,37.82,24.95,35.58,26.67,34.55,27.48
002269SZ,2026-03-13 15:00:00,1.8,down,下跌趋势,2.64,1.77,2.14,1.96,2.5,1.81,2.15,1.84,2.08,2.07
002271SZ,2026-03-13 15:00:00,16.28,up_secondary,次级回撤,19.25,11.93,16.02,13.8,17.28,12.74,16.17,13.79,12.34,14.19
002274SZ,2026-03-13 15:00:00,7.19,up_rally,回升,7.39,5.48,6.48,6.7,7.35,6.06,,6.59,6.56,6.87
002275SZ,2026-03-13 15:00:00,13.99,down,下跌趋势,17.38,13.62,14.07,15.73,14.95,12.07,14.07,15.69,13.65,15.8
002279SZ,2026-03-13 15:00:00,8.77,down_natural,自然回升,11.31,8.36,9.55,9.1,10.19,8.56,9.57,9.86,9.27,10.2
002278SZ,2026-03-13 15:00:00,12.5,down,下跌趋势,16.5,12.48,13.6,13.83,14.5,12.43,13.62,13.68,13.2,14.18
002277SZ,2026-03-13 15:00:00,7.1,down_secondary,次级回升,7.66,6.72,7.1,7.29,7.55,6.77,7.1,7.23,6.89,7.62
002272SZ,2026-03-13 15:00:00,18.7,down,下跌趋势,22.6,18.65,20.37,21.65,22.26,18.78,20.44,20.32,20.37,18.13
002265SZ,2026-03-13 15:00:00,22.32,down,下跌趋势,45.65,22.11,41.51,26.2,44.43,23.83,41.55,24.6,41.51,33.44
002276SZ,2026-03-13 15:00:00,15.77,up_break,破碎,18.73,15.25,15.74,17.9,17.11,16.55,15.75,17.89,15.68,18.4
002282SZ,2026-03-13 15:00:00,7.84,up_rally,回升,8.24,6.28,7.0,7.56,8.06,7.06,7.52,7.54,7.57,7.78
002283SZ,2026-03-13 15:00:00,9.18,down_rally,回撤,11.38,8.89,9.58,9.74,10.65,9.11,9.75,9.15,9.33,7.34
002286SZ,2026-03-13 15:00:00,10.15,up_rally,回升,11.61,8.68,9.98,10.6,10.74,9.3,,10.58,11.43,10.89
002292SZ,2026-03-13 15:00:00,8.38,up_natural,自然回撤,10.88,8.3,8.23,9.43,10.88,8.94,8.63,9.54,8.88,9.68
002296SZ,2026-03-13 15:00:00,13.02,up_break,破碎,15.17,8.57,13.13,11.27,14.3,10.51,13.14,11.25,12.98,11.59
002294SZ,2026-03-13 15:00:00,52.39,down_break,破碎,65.63,44.95,52.52,54.08,63.5,46.39,52.55,54.01,50.95,54.9
002291SZ,2026-03-13 15:00:00,6.82,down_natural,自然回升,9.04,6.73,8.14,7.16,9.0,7.36,8.15,8.28,7.93,8.5
002293SZ,2026-03-13 15:00:00,10.2,up_secondary,次级回撤,10.85,7.8,9.35,10.05,10.76,9.26,9.92,10.03,8.75,10.35
002284SZ,2026-03-13 15:00:00,14.98,down,下跌趋势,18.66,14.95,16.22,16.15,17.25,15.18,16.22,15.18,15.74,8.24
002287SZ,2026-03-13 15:00:00,24.29,down_rally,回撤,38.16,23.32,33.85,25.95,37.99,24.15,33.85,25.88,32.88,25.99
002295SZ,2026-03-13 15:00:00,11.51,down_rally,回撤,14.38,10.99,12.51,12.2,14.2,11.48,12.52,12.12,12.24,12.23
002285SZ,2026-03-13 15:00:00,2.99,up_secondary,次级回撤,3.6,2.86,2.6,3.39,3.08,3.04,2.62,3.38,2.6,3.46
002289SZ,2026-03-13 15:00:00,27.21,up_break,破碎,29.21,24.95,27.36,27.0,29.19,25.27,27.42,27.06,27.18,27.77
002281SZ,2026-03-13 15:00:00,88.94,up_natural,自然回撤,100.64,65.27,88.94,80.7,,72.33,,80.28,66.57,81.86
002290SZ,2026-03-13 15:00:00,63.3,down_rally,回撤,68.62,55.21,57.19,66.87,61.5,63.27,57.19,66.67,55.91,68.58
002299SZ,2026-03-13 15:00:00,18.51,down_rally,回撤,18.28,15.71,16.73,19.99,18.13,18.48,16.75,18.79,16.42,17.14
002300SZ,2026-03-13 15:00:00,10.43,down,下跌趋势,12.45,10.38,11.2,10.12,12.13,9.31,11.31,10.1,10.87,10.2
002298SZ,2026-03-13 15:00:00,11.95,down,下跌趋势,13.6,11.95,12.55,12.78,13.5,10.05,12.56,12.41,12.21,13.14
002297SZ,2026-03-13 15:00:00,11.79,up_secondary,次级回撤,14.66,7.93,11.6,9.06,13.4,8.25,11.76,9.05,11.34,9.33
002301SZ,2026-03-13 15:00:00,7.24,up_rally,回升,8.95,6.13,7.0,8.17,7.49,7.61,7.11,8.22,7.0,8.38
002303SZ,2026-03-13 15:00:00,3.88,down,下跌趋势,4.94,3.73,4.28,4.34,4.65,3.86,4.29,4.28,4.16,3.4
002305SZ,2026-03-13 15:00:00,2.16,down_secondary,次级回升,2.76,1.95,2.19,2.99,2.47,2.07,2.23,2.2,2.13,2.65
002304SZ,2026-03-13 15:00:00,51.23,down,下跌趋势,95.0,50.14,63.17,59.82,75.5,53.9,63.18,56.08,61.35,86.95
002302SZ,2026-03-13 15:00:00,6.49,down_rally,回撤,8.02,5.86,7.33,6.72,7.85,6.23,7.36,6.72,7.33,6.77
002306SZ,2026-03-13 15:00:00,2.31,down_natural,自然回升,2.59,2.18,2.3,2.34,2.57,1.95,2.33,2.18,2.3,2.26
002309SZ,2026-03-13 15:00:00,3.47,up_natural,自然回撤,3.68,2.88,3.45,3.12,3.62,2.93,3.37,3.14,3.25,3.19
002312SZ,2026-03-13 15:00:00,13.33,up_rally,回升,14.15,10.48,12.55,13.0,13.67,11.3,12.66,12.76,11.17,13.35
002307SZ,2026-03-13 15:00:00,5.2,down_secondary,次级回升,6.05,4.84,5.61,5.38,6.01,4.92,5.61,5.36,5.61,4.73
002311SZ,2026-03-13 15:00:00,56.51,down_natural,自然回升,68.48,49.2,56.24,57.3,60.66,52.23,56.3,53.5,54.6,64.98
002310SZ,2026-03-13 15:00:00,2.72,up,上升趋势,2.86,2.21,,2.68,,2.24,,2.67,2.39,2.74
002313SZ,2026-03-13 15:00:00,9.18,down_natural,自然回升,15.13,8.87,11.18,9.66,13.39,9.55,11.22,10.34,10.85,11.76
002315SZ,2026-03-13 15:00:00,41.86,down,下跌趋势,63.47,41.65,54.85,44.74,58.65,41.95,54.86,42.0,53.21,62.23
002314SZ,2026-03-13 15:00:00,2.63,down_natural,自然回升,3.45,2.49,2.78,2.71,3.16,2.53,2.8,2.77,2.73,3.13
002317SZ,2026-03-13 15:00:00,18.12,down_natural,自然回升,23.6,17.2,18.74,18.65,20.38,18.9,18.75,20.32,18.18,20.88
002316SZ,2026-03-13 15:00:00,5.6,up_rally,回升,5.88,5.1,5.26,5.59,5.86,5.16,,5.58,5.65,5.75
002318SZ,2026-03-13 15:00:00,32.9,up_break,破碎,36.14,21.53,33.18,23.32,35.96,21.9,33.25,23.3,32.45,23.93
002321SZ,2026-03-13 15:00:00,2.39,down_natural,自然回升,3.86,2.24,3.45,2.43,3.69,2.3,3.45,2.54,3.45,3.03
002320SZ,2026-03-13 15:00:00,9.48,down,下跌趋势,13.52,9.45,12.07,11.0,12.81,10.25,12.07,10.33,11.79,13.36
002323SZ,2026-03-13 15:00:00,2.54,down_natural,自然回升,2.58,2.07,2.19,2.54,2.35,2.28,2.2,2.42,2.15,2.52
002319SZ,2026-03-13 15:00:00,13.16,down,下跌趋势,16.18,13.11,14.4,11.55,15.52,10.15,14.42,11.49,13.98,11.88
002322SZ,2026-03-13 15:00:00,14.36,up_natural,自然回撤,15.57,11.11,14.32,14.5,15.49,13.45,11.35,14.48,14.58,14.91
002324SZ,2026-03-13 15:00:00,16.86,down_secondary,次级回升,15.2,11.97,14.05,25.66,15.15,16.4,14.1,17.68,14.05,10.82
002326SZ,2026-03-13 15:00:00,24.11,down_natural,自然回升,30.54,21.76,27.27,24.5,29.2,24.8,27.4,24.8,27.27,24.1
002327SZ,2026-03-13 15:00:00,7.03,down_rally,回撤,8.8,6.51,6.99,7.15,7.49,6.69,7.0,6.72,6.8,8.74
002328SZ,2026-03-13 15:00:00,7.03,down_secondary,次级回升,7.22,5.95,6.23,7.5,6.93,6.55,6.33,7.44,6.06,7.56
002329SZ,2026-03-13 15:00:00,3.84,down_natural,自然回升,4.9,3.6,4.24,3.94,4.66,3.71,4.25,3.71,4.15,4.7
002330SZ,2026-03-13 15:00:00,5.1,up_secondary,次级回撤,5.8,4.17,4.6,4.96,5.57,4.69,4.8,4.98,4.23,5.02
002331SZ,2026-03-13 15:00:00,8.72,down_secondary,次级回升,10.75,8.3,8.88,10.58,9.52,8.49,8.89,9.19,8.66,10.8
002332SZ,2026-03-13 15:00:00,9.08,down_natural,自然回升,11.79,8.96,10.36,9.55,11.24,9.09,10.41,9.09,10.05,9.87
002334SZ,2026-03-13 15:00:00,9.86,up_natural,自然回撤,10.44,8.16,9.77,8.97,10.3,8.23,,8.95,8.51,9.23
002335SZ,2026-03-13 15:00:00,64.06,up_natural,自然回撤,72.82,55.11,63.9,64.5,,55.75,,63.59,57.9,66.0
002333SZ,2026-03-13 15:00:00,5.8,up_secondary,次级回撤,6.92,4.6,5.34,5.55,6.5,5.16,5.63,5.54,5.34,5.69
002337SZ,2026-03-13 15:00:00,6.76,up_secondary,次级回撤,8.21,4.21,5.76,4.93,7.1,4.61,6.4,4.92,5.76,5.07
002338SZ,2026-03-13 15:00:00,51.02,down,下跌趋势,69.0,50.82,56.15,57.18,63.23,53.4,56.19,53.7,54.65,57.59
002342SZ,2026-03-13 15:00:00,13.23,down,下跌趋势,16.73,13.2,15.45,14.67,16.48,13.68,15.46,13.77,15.05,16.3
002339SZ,2026-03-13 15:00:00,11.93,up_natural,自然回撤,13.55,10.32,11.88,12.31,13.55,11.22,,12.22,11.0,12.58
002340SZ,2026-03-13 15:00:00,8.91,up_secondary,次级回撤,10.18,7.18,8.28,9.5,10.05,8.59,8.67,9.48,7.6,9.71
002343SZ,2026-03-13 15:00:00,6.61,down,下跌趋势,8.89,6.54,6.92,8.3,8.74,7.62,6.93,8.11,6.72,8.45
002344SZ,2026-03-13 15:00:00,4.72,up_rally,回升,5.36,3.49,4.54,4.45,4.84,4.05,4.61,4.44,4.54,4.58
002345SZ,2026-03-13 15:00:00,10.3,down,下跌趋势,15.5,10.25,13.98,14.25,15.0,12.15,14.0,13.38,13.66,13.58
002346SZ,2026-03-13 15:00:00,20.6,up_secondary,次级回撤,23.74,16.78,19.64,18.7,21.97,17.2,20.41,18.64,17.76,19.26
002347SZ,2026-03-13 15:00:00,8.91,down_rally,回撤,14.54,8.85,10.67,9.64,11.65,8.87,10.69,9.06,10.35,8.27
002348SZ,2026-03-13 15:00:00,8.71,up_natural,自然回撤,9.02,5.72,8.47,6.18,8.72,5.92,,6.32,5.83,6.35
002349SZ,2026-03-13 15:00:00,7.67,down_secondary,次级回升,8.41,7.2,7.63,8.02,8.25,7.28,7.64,7.76,7.41,8.25
002350SZ,2026-03-13 15:00:00,13.83,up_natural,自然回撤,16.05,5.21,13.81,6.81,16.21,6.4,13.42,6.81,13.31,6.92
002352SZ,2026-03-13 15:00:00,38.06,down,下跌趋势,51.13,36.03,45.8,40.08,49.6,37.03,45.83,39.56,44.44,45.76
002351SZ,2026-03-13 15:00:00,11.68,down,下跌趋势,14.99,11.39,12.93,13.52,14.55,11.93,12.94,12.7,12.56,14.31
002354SZ,2026-03-13 15:00:00,6.11,down_rally,回撤,8.67,6.0,6.76,6.6,7.24,6.09,6.76,6.2,6.76,8.51
002353SZ,2026-03-13 15:00:00,105.23,down,下跌趋势,129.99,104.28,113.56,32.16,125.68,30.6,113.7,32.46,111.09,32.99
002355SZ,2026-03-13 15:00:00,7.4,up_rally,回升,7.99,5.91,6.54,7.57,7.6,6.65,,7.47,5.94,7.95
002356SZ,2026-03-13 15:00:00,4.5,up_rally,回升,4.86,3.81,4.15,4.33,4.71,4.09,4.28,4.35,3.81,4.43
002357SZ,2026-03-13 15:00:00,15.7,up_natural,自然回撤,16.46,9.45,15.06,10.99,16.45,9.82,,10.95,10.11,11.04
002358SZ,2026-03-13 15:00:00,8.7,up_natural,自然回撤,9.5,6.55,8.66,7.92,9.35,7.22,,7.9,7.05,8.14
002361SZ,2026-03-13 15:00:00,12.65,up_break,破碎,13.94,11.72,12.65,13.14,13.47,12.23,12.66,13.08,12.44,13.15
002360SZ,2026-03-13 15:00:00,6.69,up,上升趋势,6.84,4.0,4.54,5.28,6.45,5.01,5.33,5.32,4.54,5.44
002362SZ,2026-03-13 15:00:00,20.34,down_natural,自然回升,28.57,19.98,24.92,21.37,26.58,20.15,24.92,22.82,24.19,23.03
002363SZ,2026-03-13 15:00:00,8.89,down_natural,自然回升,11.34,8.36,9.19,9.29,11.2,8.12,9.2,8.66,8.95,8.85
002365SZ,2026-03-13 15:00:00,14.41,down,下跌趋势,19.9,13.82,16.82,15.33,18.1,14.33,16.86,14.41,16.34,19.09
002364SZ,2026-03-13 15:00:00,32.86,up_natural,自然回撤,37.37,28.59,32.65,34.97,37.0,32.73,33.01,34.89,28.69,35.5
